S1-Left,S2-Left,S3-Left,S4-Left,S5-Left,S6-Left,S7-Left,S8-Left,S9-Left,S10-Left,S11-Left,S12-Left,S13-Left,S14-Left,S15-Left,S16-Left,S17-Left,S1-Right,S2-Right,S3-Right,S4-Right,S5-Right,S6-Right,S7-Right,S8-Right,S9-Right,S10-Right,S11-Right,S12-Right,S13-Right,S14-Right,S15-Right,S16-Right,S17-Right
8.80870534006638,8.49882629789875,-2.01142065542683,1.58456342915162,-0.776369213347851,7.42047361272209,3.01190439507196,1.56711256899269,10.3825614516801,12.5910517423123,3.63744593617776,-3.46185313789643,8.9578429445304,-0.786022437023907,18.5314600804745,5.48678707562084,2.19573914700746,-6.25592777231998,3.69537926497989,-8.6671004376881,0.945810553868532,-0.156104433474099,4.06701185863897,8.68025855607488,0.541831430586993,8.02315235063233,6.84370670427144,5.8370716273646,-5.85348796737438,13.0113563045504,2.55985193737549,24.14664655315,4.17560160343661,0.098021267944298
10.5269191679501,9.87040503661798,-1.1362177393535,2.05967900909515,0.170057710625088,8.63710137049415,4.62422260477203,2.77055972999488,12.0750450767192,13.2684321544839,5.0815610064403,-1.86955375640627,11.2210895961882,0.659320694447474,19.6106226339419,6.48906597009557,3.25231392589701,-3.24281232933576,6.09247868563518,-6.98805267917839,3.31354088743278,1.60111248344055,6.20444518192564,10.9088313520141,3.30435282459013,11.2262039311513,9.72561860287867,7.72014084268455,-2.7094715790738,15.5106980107905,4.11362729674562,23.9385959349011,6.57934921895233,2.40850167429048
12.072109571302,11.1117885403803,-0.252415500400805,2.16243532843913,0.740290824184522,9.68466672860146,6.00681566775366,3.94157332735592,13.0568283674085,13.7795502118408,6.74078320885129,-0.546548351284803,13.0468474074758,1.75496525079603,20.5586083622529,7.08566302443562,4.36297497399926,-0.609081498918734,8.25232042174556,-5.35714117032129,5.20484688579339,2.93079027184439,8.1207104411213,12.8815164206914,5.5678698280662,13.9953384005501,11.4964148373527,10.192843447369,0.196256363680893,17.9961230233173,4.98453223699412,24.635005102074,8.24078031766638,4.20788354865721
13.1389625512367,11.807080845699,0.433745810782205,1.48193442134576,0.542486782188907,10.3574970469757,6.47096986577809,4.70954077536198,12.8846342246123,14.1033039360551,8.13810875675141,0.0257568447495996,14.0486708224861,2.29155626007748,20.9836771737483,7.21127425635167,5.3724690647134,0.694549621287299,9.70406684876844,-4.46120046067589,5.84167145747063,3.22847301350765,9.41644788048573,13.6927956435354,6.34045887159292,15.7350697000966,12.1592960672533,11.6853059834153,1.85496934594394,19.8825119455255,5.17053951254152,25.8355051533294,8.96210095414429,4.96756635705551
14.1393158344034,12.5979383069876,0.760138692715565,1.01831858059318,0.549611187010904,11.1386740385153,6.75034486808397,5.67593551229445,13.5856146091351,14.9759990677697,9.45687153306932,0.214803199291024,14.6722484310999,3.35270154764172,21.5381408489102,8.48507345154848,6.06830773154186,1.5257261837781,11.3585768075036,-3.896504090175,6.42752410878634,3.41088838355555,10.4322139981883,13.8930616815917,6.56155920136699,18.1339492170613,13.0193717132522,13.02002466765,2.76095951594578,21.5440796397456,5.36339675428484,27.4271115843345,10.4863658166453,4.96279709147114
15.6816741412591,14.2416789505173,1.39978626713447,1.4689698767552,1.43606117716941,12.285026702909,7.87201063582086,7.06445341144564,15.3632717693818,16.2539234619182,11.4002154694665,0.538267095691515,15.2900822496453,5.35129788351088,22.6527281566727,10.5904625008149,6.43362395299862,2.84845934448116,13.5982286495066,-2.97810465764114,7.78685366208327,4.39334771131078,11.3238693397757,14.6104317953754,7.49557299085677,20.8098186935653,14.7379205954413,15.716695740341,3.15586165313144,23.3135276347727,6.49446212120552,29.8452361139144,12.60594415678,5.14467370309148
17.682246874856,16.4318820206451,2.6811237037244,2.55865979647045,2.66575523304941,13.7555666188072,9.72897063275222,8.61896677378812,17.4303809221423,17.6159289061819,13.6171818808207,1.00885127667853,16.3123130130823,7.62883412037919,24.1640819579716,12.4796542252718,6.69626536084492,4.7786598550575,15.8550241989554,-1.58900939022384,9.8921614155774,6.04619364716941,12.221336758446,15.7977788665123,9.24649459398971,23.5537711264112,16.9946461367531,19.0686432214273,3.12095766055039,25.3588219359389,8.36967291899025,32.8025939967751,14.5737701202139,5.95828192721406
19.6608132223969,18.2263394023936,4.50906282417865,3.51829470632945,3.93130466055442,15.568980565712,11.960324980747,10.0664161624209,19.390357736434,18.8582397002774,15.5342635364311,2.08239187558734,17.813485272682,9.68668652496023,25.9744663385925,13.7968674370446,7.16622537939817,7.14446590508892,17.7077957203267,0.149446136703855,12.6987098939553,7.73022914857863,13.3786891270077,17.4769568439123,10.9274908386374,26.0797000186892,18.8271821997832,22.3151776500305,3.49634850036701,27.6127632541501,10.3873945474866,35.8565070489688,16.0936537239691,7.37885784317981
21.2123369074081,19.4318185674102,6.46604472969625,4.0746420896101,5.08074302855844,17.4611102422272,13.7466410888767,11.2353878002389,20.5917665127139,19.7844270536613,16.8517618665161,3.76338793583194,19.3626430328505,11.1524591699835,27.5223970715296,14.9802155452109,7.80287723674126,9.64149156377576,19.1777117642802,1.92225900594602,15.4001452072583,9.1215507666953,14.828817036892,19.5246270346815,12.1561850072787,27.8907756321181,19.9491033258546,24.8866990162171,4.44640505966546,30.0014559867717,11.8750357323013,38.6900106572853,17.4082542603788,8.93971479797766
22.2068532346496,20.0915158296937,8.13790009261247,4.42057660932004,5.85640133181939,19.0247828731501,14.7389457761348,12.0439833911251,21.0877879185233,20.290623310662,17.7335704939589,5.53137841060488,20.5482407602653,11.8397944374888,28.431006687504,16.0228718749147,8.39366508646677,12.0101860050464,20.2897218879379,3.42181970157854,17.3879786212865,10.126734598908,16.2111410957831,21.3970158919869,13.1192975685213,28.7929955725176,20.4876052147441,26.5652692785888,5.84081516697054,32.1887131997074,12.5930809276884,40.8363381732008,18.4838008943836,10.1417543971043
