S1-Left,S2-Left,S3-Left,S4-Left,S5-Left,S6-Left,S7-Left,S8-Left,S9-Left,S10-Left,S11-Left,S12-Left,S13-Left,S14-Left,S15-Left,S16-Left,S17-Left,S1-Right,S2-Right,S3-Right,S4-Right,S5-Right,S6-Right,S7-Right,S8-Right,S9-Right,S10-Right,S11-Right,S12-Right,S13-Right,S14-Right,S15-Right,S16-Right,S17-Right
6.48353480265179,6.14160036760842,-0.642445286879721,-2.35561414204789,-2.03388439853051,-1.32560854438199,-1.22800405150398,0.909633603674602,4.03142012702052,6.73673314214644,2.92830657980893,0.962761549442408,1.00032363749101,-2.15112641726954,2.81011032197581,1.60872371012964,-18.6889901542278,2.36659004229057,0.459708442356903,-7.52289729707398,-0.549710578121374,-5.38424548127396,-0.416855440039309,3.04330146142233,3.44731863178085,0.115715265223014,5.38663913380216,3.86882935292322,1.73752582920871,4.19180778982336,-3.86251826912892,2.1109116622501,-0.126502266422031,-3.63540796048153
4.68227048135849,4.50995057066482,-1.55919430877446,-4.78151903458757,-3.52254717384115,-2.65623048118833,-2.6931232252025,-1.40567826235021,2.5565287115797,4.39919190958225,1.90268395889323,-0.565046649663198,-0.965147490382586,-4.10863900118511,1.30936064353074,-0.225790745998187,-19.3253322173757,1.96660575375501,-0.178943213251023,-8.37366445814463,-1.4312599862259,-5.97450626448755,-1.08234545401421,2.47533637388804,2.66764789814617,-0.516723529640388,5.09528557897814,3.7015648274527,1.22793121208723,2.58083417728525,-4.69063157404677,0.684031091901518,-1.04794049413821,-4.86889619691681
2.31517335474922,2.00984094517531,-3.78088630598492,-7.69447112199185,-5.53072432493921,-4.49771415061811,-5.08033950408343,-4.43929463859486,-0.616913234682903,0.971743008410189,-0.354501369438917,-3.46421761242928,-3.05432290209453,-6.93353969884211,-1.62899866969663,-3.86741096800376,-18.9272653390615,0.965765981069636,-1.64041089530781,-9.71556113895028,-2.84744433501517,-7.03539378670609,-1.99896392878661,1.40681250226361,0.89422142957806,-2.79687519515675,3.08368520407901,2.94439696535916,0.139599083024964,1.17807819163947,-6.68608021746676,-2.40968941492673,-3.45293579885546,-5.88791453931925
-0.254686960303954,-1.15324300554015,-6.26389132099383,-11.0248485092925,-8.65219354219884,-6.53933628375645,-8.67553501262744,-7.45015578294577,-5.16963434888833,-2.10516365160771,-3.53605983030677,-7.71363836330513,-5.797548308795,-10.4892326542185,-5.96757442947211,-7.94452174769824,-17.901934228083,-1.43669030502601,-4.01449382114768,-11.9444700271008,-5.81133458579936,-9.31199832530725,-3.82591943245571,-1.70750908754662,-1.95930874907903,-6.22995976983493,0.0554705449936891,-0.414045365707311,-2.84716758984858,-0.912708112853202,-9.57120384767121,-6.8208933512222,-6.71023143606981,-7.48995609861849
-2.36863815949213,-3.36666585754987,-9.06390975276609,-13.276586515201,-11.0131890757569,-8.00139774142897,-11.7594916042764,-9.38273438579196,-7.86328121017359,-4.09844972137205,-5.35200597716436,-11.0351220966866,-8.02383480315025,-12.5218232524259,-9.56734523102721,-9.7111980515795,-17.1536335091646,-4.40503724436911,-5.5431882656965,-14.6627887993827,-8.40649170564198,-11.4735904630617,-5.54870499551273,-5.01118891720347,-4.61728569897718,-7.82334634363395,-1.66581982762114,-3.92070811326143,-5.81596609756616,-3.19871811011251,-11.3217554423967,-9.59526972386535,-7.93456764881102,-10.1160390202455
-3.52559189445649,-4.3570129779653,-11.5810370735068,-14.4411886725819,-11.9848159498836,-8.84270863115802,-12.9482658221297,-10.2417417090166,-8.9582307785941,-5.22065542358537,-5.56716952395598,-13.0941941548468,-9.06961851493184,-12.7029117875629,-11.4031957864551,-10.5196435144308,-16.7129273742967,-6.53595328224391,-5.86330545332822,-16.9291309095047,-9.49747788599282,-12.4754473871725,-6.63094567859319,-6.72718140507207,-6.51921049128207,-8.63938856307445,-2.15476623000333,-5.12199607576391,-7.71803118465295,-4.33331488711744,-11.2328049796212,-10.3252672948367,-8.57537965109091,-12.2809699226523
-3.47399979594499,-4.76998108134465,-12.922720528527,-14.7959607013273,-12.0771105153193,-8.89230541095605,-12.3090864389733,-10.2023079975767,-8.93962709264325,-5.31700885276029,-5.18336932221381,-14.4084861140613,-9.19372752238724,-11.8545260097267,-11.4369520944946,-10.9639123931041,-15.9731631823449,-7.5500466348286,-5.98591575062879,-17.9649411650339,-9.45501770686889,-12.4531801370862,-7.28550822821191,-7.7802427501609,-7.57089165981631,-8.92218342610627,-2.20907878467299,-5.13713811096956,-9.31823119819575,-4.4314485452179,-10.3959245820164,-9.67213830882155,-8.99909801044671,-13.2860165521586
-2.52657868973956,-4.59743999923659,-12.6530916744391,-14.5219746168415,-11.4702791557447,-7.94640528536533,-10.5991378354358,-9.30705812761875,-8.01162341511381,-4.62763461092972,-4.37095369894215,-14.5520660593667,-8.24134665694268,-10.2461808303568,-10.2416575548587,-10.8685044976895,-14.8070387242643,-7.92482339992771,-6.03036607256198,-17.4670133739663,-8.31860200201691,-11.8476889815408,-7.09974176028383,-7.68940038929355,-8.06440647108625,-8.10211903572115,-2.21782617848611,-4.98507790967965,-10.2084484437378,-3.58763493181655,-9.16059368386934,-8.22036007680304,-8.58595433057342,-13.2424018480797
-1.3561508658636,-4.03321919101235,-11.4772297372182,-13.7452215545951,-10.5369597791905,-6.52805429104121,-8.85397921571709,-8.03428753030752,-6.9399827551427,-3.67621825726277,-3.39626926399759,-13.5245186453498,-6.77481897031379,-8.75066679963068,-8.71053848338877,-9.98214486501495,-13.4754240597496,-7.64169517851651,-5.57661181268469,-16.2130658286338,-6.62324743409887,-10.9543570026959,-6.09458144198274,-6.4785601267767,-8.11000799312498,-6.83048125332861,-2.11370477658696,-4.68566077951401,-10.0558310068895,-2.03136829938168,-7.81549388842364,-6.49989099949844,-7.50397137429316,-12.3445628151858
-0.335133093641924,-3.5599629364074,-10.2665304276446,-12.828238139848,-9.66377086033147,-5.13812768580423,-7.39891097398003,-6.8390851798005,-6.05470450493706,-2.81487317983004,-2.48341054144696,-12.064583427555,-5.36251580202366,-7.73269009082845,-7.36764865262658,-8.98654884002315,-12.1602798229273,-6.98020642826963,-4.79332761762856,-14.9476073206329,-5.15605104511022,-9.92558097611008,-4.91151422650099,-4.96182534283104,-7.91845098407641,-5.72180758307233,-1.89746320965238,-3.91990523996551,-9.0802225401339,-0.432516322325494,-6.79963001882487,-4.79585079659873,-6.38617131606754,-11.2652092560139
