S1-Left,S2-Left,S3-Left,S4-Left,S5-Left,S6-Left,S7-Left,S8-Left,S9-Left,S10-Left,S11-Left,S12-Left,S13-Left,S14-Left,S15-Left,S16-Left,S17-Left,S1-Right,S2-Right,S3-Right,S4-Right,S5-Right,S6-Right,S7-Right,S8-Right,S9-Right,S10-Right,S11-Right,S12-Right,S13-Right,S14-Right,S15-Right,S16-Right,S17-Right
7.75050660252774,4.4933867010814,9.80817060239497,2.99982161772548,0.638812971745586,14.0693818245768,11.0467779588869,7.66223593098743,8.01170692825598,6.58803267079481,-2.33490269380715,16.5022011597986,9.60669554252614,1.47732736881683,13.8493515764726,13.2316772166917,14.7336251767031,22.1127077779722,18.3832806243314,20.8430101875163,18.2964486286655,12.7816798571232,22.1468396206582,24.9988502895624,18.2245280434966,25.964364344954,18.0370328445339,21.5894323257559,27.2186862807231,29.0189100393428,26.5690775033233,21.2776477392192,21.4205819620893,19.9780983803378
9.41753957664089,6.01082280666149,11.4921244003645,4.2844512134988,2.07980409908935,15.6183338658772,12.9738164829481,9.4633157798924,9.44285034147433,8.50268926191729,-0.613796817246662,17.8914647300001,11.6069243682376,3.25390365423571,15.4544446346568,14.9140166658911,16.3788137036247,23.6091645087798,19.8787946707407,22.6033806747703,19.8216954470571,14.2311906188519,23.5817154429624,26.221477862676,20.051186656159,27.3831518717073,19.4247492310561,22.9781821194039,28.8521159703141,30.9208748364182,27.8739267481459,24.0380163340257,22.7854501533918,21.6857386677183
11.0791516996246,7.53987487493275,13.1091960847771,5.62735829117685,3.47120000438197,17.1860822427507,14.8815121549828,11.2372312173168,10.8924922803959,10.277821809953,1.12445079899181,19.2094392336589,13.6009071208894,5.03213905258292,17.0768454647781,16.5532866690783,17.9651815636581,25.0570898285908,21.297228895088,24.1951525971015,21.2320899746367,15.5696463613953,24.9027015230413,27.4088292150928,21.7141061917285,28.6705358531892,20.7646375270239,24.3199780250877,30.3858710445617,32.5870961078207,28.9998222175298,26.6267578504106,24.0118922594863,23.2968113662163
12.7165037718435,9.05159769902214,14.6634316028228,7.01836927573146,4.81240891138583,18.7634231307133,16.7341716768923,12.9345074254206,12.324781264268,11.901448138038,2.86109655502034,20.486131264089,15.5584373336301,6.79737192794126,18.6851645886873,18.1437397154084,19.4657834636798,26.4153211039569,22.5550701399555,25.6508140235045,22.5326845286549,16.7817739341394,26.1113621565343,28.5138181777422,23.1930847709173,29.8069251572942,22.037260692316,25.6408586761121,31.8135799971526,33.9913557786913,29.9162903536765,29.0358997919653,25.09926724873,24.7606444939766
14.2721136362016,10.5390958634108,16.1131390569689,8.44024851617251,6.07143607129102,20.329836397474,18.4947075087684,14.5472693539817,13.7379797002944,13.3702111928943,4.55893810460037,21.7347414704339,17.441125379007,8.52607692736862,20.2470707177389,19.6888026869995,20.8647257441664,27.6615946901066,23.6251307935704,26.9466973067573,23.7036036291869,17.8706366491732,27.2066136623661,29.5172759486557,24.5399481132056,30.7877844989697,23.1988188547996,26.9226732648755,33.0674170021871,35.140759274701,30.6529608798183,31.2368006639194,26.0511291141822,26.0950915725224
15.7480592755562,11.9842203587538,17.4561100414663,9.91467382151703,7.27576300928419,21.8303407953573,20.1439685385773,16.0453216916936,15.0935870114263,14.7069474466188,6.18433693790341,22.9092871856181,19.2541375680845,10.1865402586911,21.7301614870974,21.1844809246248,22.1525286751126,28.7706478257437,24.4786739632571,28.0688654699602,24.7727790883368,18.8227680727054,28.179093132611,30.3764966277963,25.7328938470864,31.587101284925,24.2155089023973,28.1553463067841,34.1883690064523,36.0724071500575,31.2099708416653,33.2575014523224,26.873537117657,27.2837784645568
17.1014424567207,13.3894663384108,18.7203051100012,11.4061517886057,8.3906049488025,23.2097325726104,21.6489480309751,17.4760544885263,16.4081354823497,15.9200528904433,7.76134106511603,24.0758231506829,20.9874115568411,11.8046384741416,23.1200587158997,22.6109329711545,23.3056834294982,29.7230329034824,25.0977967869556,29.0391413075255,25.7050585438857,19.6105849645002,28.9953673401373,31.0889299918428,26.7677702106089,32.1854774968177,25.0687134718963,29.3124543953713,35.0923354218761,36.8345797866572,31.6030235037216,35.1064326929155,27.5891475789913,28.32765279311
18.3371665889245,14.7683538873082,19.9061682632461,12.9211859413203,9.4466999150686,24.4362086664805,22.9988703991643,18.7737276510168,17.6806903062138,17.0590866239269,9.26594267932039,25.1719231842178,22.6071800577021,13.3648627034877,24.397806493572,23.9655480818331,24.3022458609735,30.506884614042,25.4908337409503,29.8525181647416,26.4922620698946,20.2391971715561,29.6387965937368,31.6600671734816,27.6719429322569,32.5919693340312,25.7599942498834,30.3696998334657,35.778530561876,37.4688820547818,31.8779751444343,36.7931075089204,28.2215803019512,29.1838222588655
19.4651367476994,16.0760279099237,21.0197609285524,14.4396158976418,10.4583938552697,25.5041361474605,24.2011282203689,19.9754831460062,18.9237997344031,18.1375997408673,10.7146692104751,26.2037918160442,24.097114916275,14.870329500232,25.573626606703,25.2410647931657,25.1581813316085,31.1030260598191,25.6694184465254,30.4943173448214,27.1151087969032,20.6965413953688,30.1084006894492,32.1020185475687,28.429163502699,32.8154351814932,26.2798481892017,31.272721803539,36.2577372181947,37.9904748464964,32.0196902423134,38.333106237233,28.7799505009879,29.8726336212161
20.4873887873967,17.3077344106741,22.069712021406,15.9394841060584,11.4114260154763,26.3992881366969,25.2681918194723,21.0776162519088,20.1776915778194,19.1628833388482,12.1023086996714,27.1313127314325,25.432334290505,16.3039419455485,26.6505475720781,26.4256956055282,25.8846210900186,31.4783510669953,25.6440564231213,30.9710862162649,27.5399712006806,21.003634334662,30.3897330080632,32.4311941305542,29.0841900500055,32.9033680026444,26.6461473430705,31.9736857370079,36.5348151615585,38.3694934410387,32.0428568339667,39.7151038090434,29.2748763187458,30.3918883436826
21.4204151929683,18.4274486898966,23.1098359334919,17.4186645546915,12.2953472465046,27.1475649696244,26.2249426700063,22.0505924214889,21.4610076052258,20.1289182804119,13.4456463956012,27.9503608940832,26.6165314508393,17.725755126846,27.646760932636,27.5226938276105,26.5069764392528,31.6272459273026,25.4554097189488,31.309583690576,27.736373023667,21.1650589425404,30.4818879311141,32.6437749920203,29.6225805967603,32.851997904746,26.8827028911617,32.4763995454835,36.6110575064521,38.5995971576882,31.9771774153592,40.940193601405,29.6916358707829,30.7053274513452
